Westmoreland,2011-2012,1756694,100.61,95.61,Transportation
Wise,2011-2012,2846009,69.37,65.93,Transportation
Wythe,2011-2012,2424366,82.49,78.39,Transportation
York,2011-2012,7004497,106.17,100.90,Transportation
Alexandria,2010-2011,8529206,60.94,85.19,Transportation
Bedford,2010-2011,519446,83.49,116.71,Transportation
Bristol,2010-2011,576231,32.31,45.17,Transportation
Buena Vista,2010-2011,331092,49.79,69.60,Transportation
Charlottesville,2010-2011,3025114,69.58,97.27,Transportation
Chesapeake,2010-2011,23029169,103.64,144.88,Transportation
Colonial Heights,2010-2011,692365,39.77,55.59,Transportation
Covington,2010-2011,407135,68.30,95.48,Transportation
Danville,2010-2011,2385652,55.41,77.46,Transportation
Emporia,2010-2011,826231,139.40,194.88,Transportation
Fairfax,2010-2011,2036718,90.26,126.18,Transportation
Falls Church,2010-2011,1182981,95.93,134.10,Transportation
Franklin,2010-2011,593504,69.16,96.68,Transportation
Fredericksburg,2010-2011,1335894,55.01,76.90,Transportation
Galax,2010-2011,374004,53.11,74.25,Transportation
Hampton,2010-2011,11314152,82.32,115.08,Transportation
Harrisonburg,2010-2011,2566879,52.48,73.36,Transportation
Hopewell,2010-2011,1016898,45.01,62.93,Transportation
Lexington,2010-2011,-,-,-,Transportation
Lynchburg,2010-2011,4083400,54.04,75.54,Transportation
Manassas,2010-2011,3474792,91.87,128.44,Transportation
Manassas Park,2010-2011,841539,58.96,82.42,Transportation
Martinsville,2010-2011,882926,63.88,89.31,Transportation
Newport News,2010-2011,16766395,92.78,129.70,Transportation
Norfolk,2010-2011,10708625,44.10,61.66,Transportation
Norton,2010-2011,182939,46.22,64.61,Transportation
Petersburg,2010-2011,1991132,61.42,85.86,Transportation
Poquoson,2010-2011,815913,67.15,93.88,Transportation
Portsmouth,2010-2011,6396152,66.95,93.59,Transportation
Radford,2010-2011,427938,26.08,36.46,Transportation
Richmond,2010-2011,10712713,52.46,73.33,Transportation
Roanoke,2010-2011,9160662,94.41,131.98,Transportation
Salem,2010-2011,1297304,52.31,73.12,Transportation
Staunton,2010-2011,1009652,42.52,59.44,Transportation
Suffolk,2010-2011,9129864,107.94,150.89,Transportation
Virginia Beach,2010-2011,33972794,77.56,108.43,Transportation
Waynesboro,2010-2011,1197062,56.99,79.67,Transportation
Williamsburg,2010-2011,622697,44.26,61.88,Transportation
Winchester,2010-2011,1454715,55.52,77.61,Transportation
Accomack,2010-2011,3637287,109.68,106.86,Transportation
Albemarle,2010-2011,8795117,88.87,86.58,Transportation
Alleghany,2010-2011,1818519,111.91,109.03,Transportation
Amelia,2010-2011,1359400,107.12,104.37,Transportation
Amherst,2010-2011,2797018,86.45,84.23,Transportation
Appomattox,2010-2011,1461247,97.59,95.08,Transportation
Arlington,2010-2011,12295109,59.22,57.69,Transportation
Augusta,2010-2011,5982382,81.12,79.03,Transportation
Bath,2010-2011,766008,161.91,157.75,Transportation
Bedford,2010-2011,7109346,103.52,100.86,Transportation
Bland,2010-2011,540347,79.18,77.15,Transportation
Botetourt,2010-2011,3222238,97.21,94.71,Transportation
Brunswick,2010-2011,2121378,121.68,118.55,Transportation
Buchanan,2010-2011,2319640,96.26,93.78,Transportation
Buckingham,2010-2011,1776309,103.60,100.94,Transportation
Campbell,2010-2011,3955800,72.13,70.28,Transportation
Caroline,2010-2011,2751659,96.40,93.92,Transportation
Carroll,2010-2011,2680073,89.21,86.92,Transportation
Charles City,2010-2011,772488,106.46,103.73,Transportation
Charlotte,2010-2011,1751466,139.16,135.58,Transportation
Chesterfield,2010-2011,27034858,85.49,83.29,Transportation
Clarke,2010-2011,1132279,80.68,78.61,Transportation
Craig,2010-2011,422962,81.50,79.40,Transportation
Culpeper,2010-2011,4374228,93.69,91.28,Transportation
Cumberland,2010-2011,1296528,128.98,125.67,Transportation
Dickenson,2010-2011,2000227,125.78,122.54,Transportation
Dinwiddie,2010-2011,2810811,100.38,97.80,Transportation
Essex,2010-2011,1331230,119.38,116.31,Transportation
Fairfax,2010-2011,113815016,105.22,102.51,Transportation
Fauquier,2010-2011,8950091,137.27,133.74,Transportation
